namespace,key,zh-TW,zh-CN,en,ja,ko,th,vi,id,ms,tl,es,pt,fr,de,it,ru,ar,hi,bn,tr,pl,uk,nl,sv,no,da,fi,cs,el,he,fa,ur,sw,ro
editProfile,bloodTypeHint,💡 血型可用於 VIP 血型配對功能,💡 血型可用于 VIP 血型配对功能,💡 Blood type can be used for VIP blood type matching feature,,,,,,,,,,,,,,💡 يمكن استخدام فصيلة الدم لميزة المطابقة لفصيلة الدم VIP,,,,,,,,,,,,,,,,,
editProfile,bloodTypePrompt,請選擇你的血型：,请选择你的血型：,Please select your blood type:,,,,,,,,,,,,,,يرجى اختيار فصيلة دمك:,,,,,,,,,,,,,,,,,
editProfile,bloodTypeTitle,🩸 **編輯血型**,🩸 **编辑血型**,🩸 **Edit Blood Type**,,,,,,,,,,,,,,🩸 **تعديل فصيلة الدم**,,,,,,,,,,,,,,,,,
editProfile,cancel,❌ 取消編輯,❌ 取消编辑,❌ Cancel Editing,,,,,,,,,,,,,,❌ إلغاء التعديل,,,,,,,,,,,,,,,,,
editProfile,current.bio,📖 個人簡介：{bio},📖 个人简介：{bio},📖 Personal Introduction: {bio},,,,,,,,,,,,,,📖 المقدمة الشخصية: {bio},,,,,,,,,,,,,,,,,
editProfile,current.birthday,🎂 生日：{birthday},🎂 生日：{birthday},🎂 Birthday: {birthday},,,,,,,,,,,,,,🎂 تاريخ الميلاد: {birthday},,,,,,,,,,,,,,,,,
editProfile,current.bloodType,🩸 血型：{bloodType},🩸 血型：{bloodType},🩸 Blood Type: {bloodType},,,,,,,,,,,,,,🩸 فصيلة الدم: {bloodType},,,,,,,,,,,,,,,,,
editProfile,current.gender,👤 性別：{gender},👤 性别：{gender},👤 Gender: {gender},,,,,,,,,,,,,,👤 الجنس: {gender},,,,,,,,,,,,,,,,,
editProfile,current.immutableTitle,⚠️ **不可修改項目**：,⚠️ **不可修改项目**：,⚠️ **Non-editable Items**:,,,,,,,,,,,,,,⚠️ **عناصر غير قابلة للتعديل**:,,,,,,,,,,,,,,,,,
editProfile,current.interests,🏷️ 興趣標籤：{interests},🏷️ 兴趣标签：{interests},🏷️ Interest Tags: {interests},,,,,,,,,,,,,,🏷️ علامات الاهتمام: {interests},,,,,,,,,,,,,,,,,
editProfile,current.matchPref,💝 匹配偏好：{pref},💝 匹配偏好：{pref},💝 Matching Preferences: {pref},,,,,,,,,,,,,,💝 تفضيلات المطابقة: {pref},,,,,,,,,,,,,,,,,
editProfile,current.mbti,🧠 MBTI：{mbti}（可重新測試）,🧠 MBTI：{mbti}（可重新测试）,🧠 MBTI: {mbti} (can retake test),,,,,,,,,,,,,,🧠 MBTI: {mbti} (يمكن إعادة الاختبار),,,,,,,,,,,,,,,,,
editProfile,current.nickname,📝 暱稱：{nickname},📝 昵称：{nickname},📝 Nickname: {nickname},,,,,,,,,,,,,,📝 اللقب: {nickname},,,,,,,,,,,,,,,,,
editProfile,current.region,🌍 地區：{region},🌍 地区：{region},🌍 Region: {region},,,,,,,,,,,,,,🌍 المنطقة: {region},,,,,,,,,,,,,,,,,
editProfile,error,❌ 發生錯誤，請稍後再試。,❌ 发生错误，请稍后再试。,"❌ An error occurred, please try again later.",,,,,,,,,,,,,,❌ حدث خطأ، يرجى المحاولة مرة أخرى لاحقًا.,,,,,,,,,,,,,,,,,
editProfile,gender.any,🌈 任何人,🌈 任何人,🌈 Anyone,,,,,,,,,,,,,,🌈 أي شخص,,,,,,,,,,,,,,,,,
editProfile,gender.female,👩 女生,👩 女生,👩 Female,,,,,,,,,,,,,,👩 أنثى,,,,,,,,,,,,,,,,,
editProfile,gender.femaleDefault,👩 女生（默認）,👩 女生（默认）,👩 Female (Default),,,,,,,,,,,,,,👩 أنثى (افتراضي),,,,,,,,,,,,,,,,,
editProfile,gender.male,👨 男生,👨 男生,👨 Male,,,,,,,,,,,,,,👨 ذكر,,,,,,,,,,,,,,,,,
editProfile,gender.maleDefault,👨 男生（默認）,👨 男生（默认）,👨 Male (Default),,,,,,,,,,,,,,👨 ذكر (افتراضي),,,,,,,,,,,,,,,,,
editProfile,hint,💡 提示：,💡 提示：,💡 Tip:,,,,,,,,,,,,,,💡 نصيحة:,,,,,,,,,,,,,,,,,
editProfile,interestsHint,"例如：音樂, 電影, 旅遊, 美食","例如：音乐, 电影, 旅游, 美食","For example: music, movies, travel, food",,,,,,,,,,,,,,على سبيل المثال: الموسيقى، الأفلام، السفر، الطعام,,,,,,,,,,,,,,,,,
editProfile,interestsPrompt,"✏️ 請輸入你的興趣標籤（用逗號分隔）：

💡 輸入 /menu 可隨時返回主選單","✏️ 请输入你的兴趣标签（用逗号分隔）：

💡 输入 /menu 可随时返回主选单","✏️ Please enter your interest tags (separated by commas):

💡 Enter /menu to return to the main menu at any time",,,,,,,,,,,,,,"✏️ الرجاء إدخال علامات اهتمامك (مفصولة بفواصل):

💡 أدخل /menu للعودة إلى القائمة الرئيسية في أي وقت",,,,,,,,,,,,,,,,,
editProfile,matchPrefHint,"• 默認為異性（男生尋找女生，女生尋找男生）
• 你可以隨時修改此設置","• 默认为异性（男生寻找女生，女生寻找男生）
• 你可以随时修改此设置","• Default is opposite sex (males seek females, females seek males)
• You can modify this setting at any time",,,,,,,,,,,,,,"• الافتراضي هو الجنس المعاكس (يبحث الذكور عن الإناث، والإناث يفتشن عن الذكور)
• يمكنك تعديل هذا الإعداد في أي وقت",,,,,,,,,,,,,,,,,
editProfile,matchPrefPrompt,你想在丟漂流瓶時尋找什麼樣的對象？,你想在丢漂流瓶时寻找什么样的对象？,What type of partner do you want to find when sending a Drift Bottle?,,,,,,,,,,,,,,ما نوع الشخص الذي تبحث عنه عند رمي زجاجة الرسائل؟,,,,,,,,,,,,,,,,,
editProfile,matchPrefTitle,💝 **設置匹配偏好**,💝 **设置匹配偏好**,💝 **Set Matching Preferences**,,,,,,,,,,,,,,💝 **تعيين تفضيلات المطابقة**,,,,,,,,,,,,,,,,,
editProfile,menu.bio,📖 編輯簡介,📖 编辑简介,📖 Edit Profile,,,,,,,,,,,,,,📖 تعديل الملف الشخصي,,,,,,,,,,,,,,,,,
editProfile,menu.bloodType,🩸 編輯血型,🩸 编辑血型,🩸 Edit Blood Type,,,,,,,,,,,,,,🩸 تعديل نوع الدم,,,,,,,,,,,,,,,,,
editProfile,menu.interests,🏷️ 編輯興趣,🏷️ 编辑兴趣,🏷️ Edit Interests,,,,,,,,,,,,,,🏷️ تعديل الاهتمامات,,,,,,,,,,,,,,,,,
editProfile,menu.matchPref,💝 匹配偏好,💝 匹配偏好,💝 Matching Preferences,,,,,,,,,,,,,,💝 تفضيلات المطابقة,,,,,,,,,,,,,,,,,
editProfile,menu.nickname,📝 編輯暱稱,📝 编辑昵称,📝 Edit Nickname,,,,,,,,,,,,,,📝 تعديل اللقب,,,,,,,,,,,,,,,,,
editProfile,menu.region,🌍 編輯地區,🌍 编辑地区,🌍 Edit Region,,,,,,,,,,,,,,🌍 تعديل المنطقة,,,,,,,,,,,,,,,,,
editProfile,menu.return,🏠 返回主選單,🏠 返回主选单,🏠 Return to Main Menu,,,,,,,,,,,,,,🏠 العودة إلى القائمة الرئيسية,,,,,,,,,,,,,,,,,
editProfile,nicknameHint,⚠️ 暱稱長度限制 36 個字，對方最多顯示 18 個字,⚠️ 昵称长度限制 36 个字，对方最多显示 18 个字,"⚠️ Nickname length limit is 36 characters, with a maximum of 18 characters displayed to others",,,,,,,,,,,,,,⚠️ حد طول اللقب هو 36 حرفًا، يظهر حتى 18 حرفًا للآخرين,,,,,,,,,,,,,,,,,
editProfile,nicknamePrompt,"✏️ 請輸入新的暱稱：

💡 輸入 /menu 可隨時返回主選單","✏️ 请输入新的昵称：

💡 输入 /menu 可随时返回主选单","✏️ Please enter a new nickname:

💡 Enter /menu to return to the main menu at any time",,,,,,,,,,,,,,"✏️ الرجاء إدخال لقب جديد:

💡 أدخل /menu للعودة إلى القائمة الرئيسية في أي وقت",,,,,,,,,,,,,,,,,
editProfile,prompt,請選擇要編輯的項目：,请选择要编辑的项目：,Please select an item to edit:,,,,,,,,,,,,,,يرجى اختيار عنصر للتعديل:,,,,,,,,,,,,,,,,,
editProfile,regionHint,💡 這將顯示在你的資料卡上，讓其他用戶更了解你。,💡 这将显示在你的资料卡上，让其他用户更了解你。,"💡 This will appear on your profile card, helping other users understand you better.",,,,,,,,,,,,,,💡 سيظهر هذا على بطاقة ملفك الشخصي لمساعدة المستخدمين الآخرين على فهمك بشكل أفضل.,,,,,,,,,,,,,,,,,
editProfile,regionPrompt,"✏️ 請輸入你的地區（例如：台北、香港、新加坡）：

💡 輸入 /menu 可隨時返回主選單","✏️ 请输入你的地区（例如：台北、香港、新加坡）：

💡 输入 /menu 可随时返回主选单","✏️ Please enter your area (e.g.: Taipei, Hong Kong, Singapore):

💡 Input /menu to return to the main menu at any time",,,,,,,,,,,,,,"✏️ يرجى إدخال منطقتك (مثلاً: تايبيه، هونغ كونغ، سنغافورة):

💡 أدخل /menu في أي وقت للعودة إلى القائمة الرئيسية",,,,,,,,,,,,,,,,,
editProfile,return,↩️ 返回,↩️ 返回,↩️ Back,,,,,,,,,,,,,,↩️ العودة,,,,,,,,,,,,,,,,,
editProfile,saved,✅ 已保存,✅ 已保存,✅ Saved,,,,,,,,,,,,,,✅ محفوظ,,,,,,,,,,,,,,,,,
editProfile,success.bio,"✅ 個人簡介已更新！

{bio}","✅ 个人简介已更新！

{bio}","✅ Profile updated!

{bio}",,,,,,,,,,,,,,"✅ تم تحديث الملف الشخصي!

{bio}",,,,,,,,,,,,,,,,,
editProfile,success.bloodType,✅ 血型已更新為 {type},✅ 血型已更新为 {type},✅ Blood type updated to {type},,,,,,,,,,,,,,✅ تم تحديث فصيلة الدم إلى {type},,,,,,,,,,,,,,,,,
editProfile,success.bloodTypeCleared,✅ 血型已清除,✅ 血型已清除,✅ Blood type cleared,,,,,,,,,,,,,,✅ تم مسح فصيلة الدم,,,,,,,,,,,,,,,,,
editProfile,success.interests,"✅ 興趣標籤已更新：

{interests}","✅ 兴趣标签已更新：

{interests}","✅ Interest tags updated:

{interests}",,,,,,,,,,,,,,"✅ تم تحديث علامات الاهتمام:

{interests}",,,,,,,,,,,,,,,,,
editProfile,success.matchPref,"✅ 匹配偏好已更新為：{pref}

💡 下次丟漂流瓶時將自動使用此設置。","✅ 匹配偏好已更新为：{pref}

💡 下次丢漂流瓶时将自动使用此设置。","✅ Matching preferences updated to: {pref}

💡 This setting will be automatically used for your next Drift Bottle drop.",,,,,,,,,,,,,,"✅ تم تحديث تفضيلات المطابقة إلى: {pref}

💡 سيتم استخدام هذا الإعداد تلقائيًا في المرة القادمة التي ترسل فيها زجاجة الرسائل.",,,,,,,,,,,,,,,,,
editProfile,success.nickname,✅ 暱稱已更新為：{nickname},✅ 昵称已更新为：{nickname},✅ Nickname updated to: {nickname},,,,,,,,,,,,,,✅ تم تحديث الاسم المستعار إلى: {nickname},,,,,,,,,,,,,,,,,
editProfile,success.region,✅ 地區已更新為：{region},✅ 地区已更新为：{region},✅ Area updated to: {region},,,,,,,,,,,,,,✅ تم تحديث المنطقة إلى: {region},,,,,,,,,,,,,,,,,
editProfile,title,✏️ **編輯個人資料**,✏️ **编辑个人资料**,✏️ **Edit Profile**,,,,,,,,,,,,,,✏️ **تعديل الملف الشخصي**,,,,,,,,,,,,,,,,,
editProfile,validation.bioTooLong,"❌ 個人簡介太長，請輸入不超過 200 個字符。

請重新輸入或取消編輯：","❌ 个人简介太长，请输入不超过 200 个字符。

请重新输入或取消编辑：","❌ Profile too long, please enter no more than 200 characters.

Please re-enter or cancel editing:",,,,,,,,,,,,,,"❌ الملف الشخصي طويل جدًا، يرجى إدخال 200 حرف كحد أقصى.

يرجى إعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
editProfile,validation.bioUrl,"❌ 個人簡介包含不允許的連結。

為了安全，只允許以下網域的連結：
• t.me (Telegram)
• telegram.org
• telegram.me

🚫 禁止的網址：
{urls}

請移除這些連結後重新輸入或取消編輯：","❌ 个人简介包含不允许的连结。

为了安全，只允许以下网域的连结：
• t.me (Telegram)
• telegram.org
• telegram.me

🚫 禁止的网址：
{urls}

请移除这些连结后重新输入或取消编辑：","❌ Profile contains disallowed links.

For security, only the following domains are allowed:
• t.me (Telegram)
• telegram.org
• telegram.me

🚫 Forbidden URLs:
{urls}

Please remove these links and re-enter or cancel editing:",,,,,,,,,,,,,,"❌ يحتوي الملف الشخصي على روابط غير مسموح بها.

للسلامة، يتم السماح فقط بالروابط من المجالات التالية:
• t.me (تلغرام)
• telegram.org
• telegram.me

🚫 روابط محظورة:
{urls}

يرجى إزالة هذه الروابط وإعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
editProfile,validation.interestsTooLong,"❌ 每個標籤最多 20 個字符。

請重新輸入或取消編輯：","❌ 每个标签最多 20 个字符。

请重新输入或取消编辑：","❌ Each tag can have a maximum of 20 characters.

Please re-enter or cancel editing:",,,,,,,,,,,,,,"❌ يمكن أن يتكون كل وسم من 20 حرفًا كحد أقصى.

يرجى إعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
editProfile,validation.interestsTooMany,"❌ 最多只能設定 5 個興趣標籤。

請重新輸入或取消編輯：","❌ 最多只能设定 5 个兴趣标签。

请重新输入或取消编辑：","❌ A maximum of 5 interest tags can be set.

Please re-enter or cancel editing:",,,,,,,,,,,,,,"❌ يمكن تعيين حد أقصى 5 علامات اهتمام.

يرجى إعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
editProfile,validation.nicknameTooLong,"❌ 暱稱太長，請輸入不超過 36 個字符的暱稱。

請重新輸入或取消編輯：","❌ 昵称太长，请输入不超过 36 个字符的昵称。

请重新输入或取消编辑：","❌ Nickname too long, please enter a nickname no longer than 36 characters.

Please re-enter or cancel editing:",,,,,,,,,,,,,,"❌ الاسم المستعار طويل جدًا، يرجى إدخال اسم مستعار لا يتجاوز 36 حرفًا.

يرجى إعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
editProfile,validation.nicknameTooShort,"❌ 暱稱太短，至少需要 4 個字符。

請重新輸入或取消編輯：","❌ 昵称太短，至少需要 4 个字符。

请重新输入或取消编辑：","❌ Nickname too short, at least 4 characters are required.

Please re-enter or cancel editing:",,,,,,,,,,,,,,"❌ الاسم المستعار قصير جدًا، يتطلب على الأقل 4 أحرف.

يرجى إعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
editProfile,validation.nicknameUrl,"❌ 暱稱不能包含網址連結

請重新輸入或取消編輯：","❌ 昵称不能包含网址连结

请重新输入或取消编辑：","❌ Nickname cannot contain URL links.

Please re-enter or cancel editing:",,,,,,,,,,,,,,"❌ الاسم المستعار لا يمكن أن يحتوي على رابط URL.

يرجى إعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
editProfile,validation.regionTooLong,"❌ 地區名稱太長，請輸入不超過 50 個字符。

請重新輸入或取消編輯：","❌ 地区名称太长，请输入不超过 50 个字符。

请重新输入或取消编辑：","❌ Area name too long, please enter no more than 50 characters.

Please re-enter or cancel editing:",,,,,,,,,,,,,,"❌ اسم المنطقة طويل جدًا، يرجى إدخال 50 حرفًا كحد أقصى.

يرجى إعادة الإدخال أو إلغاء التعديل:",,,,,,,,,,,,,,,,,
errors,banned,"❌ 你的帳號已被封禁。

原因：{reason}

如有疑問，請使用 /appeal 申訴。","❌ 你的帐号已被封禁。

原因：{reason}

如有疑问，请使用 /appeal 申诉。","❌ Your account has been banned.

Reason: {reason}

For any questions, please use /appeal to appeal.",,,,,,,,,,,,,,"❌ تم حظر حسابك.

السبب: {reason}

إذا كانت لديك أسئلة، يرجى استخدام /appeal لتقديم استئناف.",,,,,,,,,,,,,,,,,
errors,generic,❌ 系統發生錯誤，請稍後再試。,❌ 系统发生错误，请稍后再试。,"❌ A system error has occurred, please try again later.",,,,,,,,,,,,,,❌ حدث خطأ. يرجى المحاولة لاحقاً.,,,,,,,,,,,,,,,,,
errors,invalidInput,❌ 輸入格式錯誤，請重新輸入。,❌ 输入格式错误，请重新输入。,"❌ Input format is incorrect, please re-enter.",,,,,,,,,,,,,,❌ تنسيق الإدخال غير صحيح. يرجى إعادة الإدخال.,,,,,,,,,,,,,,,,,
errors,networkError,❌ 網路錯誤，請稍後再試。,❌ 网路错误，请稍后再试。,"❌ Network error, please try again later.",,,,,,,,,,,,,,❌ خطأ في الشبكة. يرجى المحاولة لاحقاً.,,,,,,,,,,,,,,,,,
errors,notRegistered,"❌ 你還沒有註冊。

請先完成註冊：/start","❌ 你还没有注册。

请先完成注册：/start","❌ You are not registered yet.

Please complete registration first: /start",,,,,,,,,,,,,,"❌ لم تقم بالتسجيل بعد.

يرجى إكمال تسجيلك أولاً: /start",,,,,,,,,,,,,,,,,
